"","Species","trait_name","standard_unit","Meanvalue"
"496","Acropora awi","Corallite width maximum","mm",1
"497","Acropora awi","Corallite width minimum","mm",0.7
"498","Acropora awi","Depth lower","m",12.5
"499","Acropora awi","Depth upper","m",0
"500","Acropora awi","Eastern-most range edge","deg",154.71539343
"501","Acropora awi","Genus fossil age","mya",52.44
"502","Acropora awi","Genus fossil stage","cat",NA
"503","Acropora awi","Geographical region","cat",NA
"504","Acropora awi","Growth form Veron","cat",NA
"505","Acropora awi","Growth form Wallace","cat",NA
"506","Acropora awi","Growth form typical","cat",NA
"507","Acropora awi","Growth outline type","cat",NA
"508","Acropora awi","IUCN Red List category","cat",NA
"509","Acropora awi","Indo-Pacific faunal province","cat",NA
"510","Acropora awi","Northern-most range edge","deg",30.47951781
"511","Acropora awi","Ocean basin","cat",NA
"512","Acropora awi","Range size","km^2",9450503.282
"513","Acropora awi","Southern-most range edge","deg",-13.04047873
"514","Acropora awi","Species age phylogeny","mya",1.08349899373273
"515","Acropora awi","Substrate attachment","cat",NA
"516","Acropora awi","Water clarity preference","cat",NA
"517","Acropora awi","Wave exposure preference","cat",NA
"518","Acropora awi","Western-most range edge","deg",95.224756
"519","Acropora awi","Zooxanthellate","cat",NA
"520","Acropora azurea","Abundance GBR","cat",NA
"521","Acropora azurea","Abundance world","cat",NA
"522","Acropora azurea","Coloniality","cat",NA
"523","Acropora azurea","Colony maximum diameter","cm",15
"524","Acropora azurea","Depth lower","m",10
"525","Acropora azurea","Depth upper","m",1
"526","Acropora azurea","Eastern-most range edge","deg",153.91231832
"527","Acropora azurea","Genus fossil age","mya",52.44
"528","Acropora azurea","Genus fossil stage","cat",NA
"529","Acropora azurea","Geographical region","cat",NA
"530","Acropora azurea","Growth form Veron","cat",NA
"531","Acropora azurea","Growth form typical","cat",NA
"532","Acropora azurea","Indo-Pacific faunal province","cat",NA
"533","Acropora azurea","Northern-most range edge","deg",30.07651403
"534","Acropora azurea","Ocean basin","cat",NA
"535","Acropora azurea","Range size","km^2",4518682.3585
"536","Acropora azurea","Southern-most range edge","deg",-24.78799721
"537","Acropora azurea","Substrate attachment","cat",NA
"538","Acropora azurea","Water clarity preference","cat",NA
"539","Acropora azurea","Wave exposure preference","cat",NA
"540","Acropora azurea","Western-most range edge","deg",119.46250894
"541","Acropora azurea","Zooxanthellate","cat",NA
"542","Acropora batunai","Abundance world","cat",NA
"543","Acropora batunai","Coloniality","cat",NA
"544","Acropora batunai","Colony maximum diameter","cm",125
"545","Acropora batunai","Corallite width maximum","mm",0.5
"546","Acropora batunai","Corallite width minimum","mm",0.2
"547","Acropora batunai","Depth lower","m",44.5
"548","Acropora batunai","Depth upper","m",1
"549","Acropora batunai","Eastern-most range edge","deg",153.77054956
"550","Acropora batunai","Genus fossil age","mya",52.44
"551","Acropora batunai","Genus fossil stage","cat",NA
"552","Acropora batunai","Geographical region","cat",NA
"553","Acropora batunai","Growth form Veron","cat",NA
"554","Acropora batunai","Growth form Wallace","cat",NA
"555","Acropora batunai","Growth form typical","cat",NA
"556","Acropora batunai","Growth outline type","cat",NA
"557","Acropora batunai","IUCN Red List category","cat",NA
"558","Acropora batunai","Indo-Pacific faunal province","cat",NA
"559","Acropora batunai","Northern-most range edge","deg",20.66661239
"560","Acropora batunai","Ocean basin","cat",NA
"561","Acropora batunai","Range size","km^2",6878776.989
"562","Acropora batunai","Southern-most range edge","deg",-12.47183594
"563","Acropora batunai","Species age phylogeny","mya",4.37973666658915
"564","Acropora batunai","Substrate attachment","cat",NA
"565","Acropora batunai","Water clarity preference","cat",NA
"566","Acropora batunai","Wave exposure preference","cat",NA
"567","Acropora batunai","Western-most range edge","deg",94.4048801
"568","Acropora batunai","Zooxanthellate","cat",NA
"569","Acropora bifurcata","Abundance world","cat",NA
"570","Acropora bifurcata","Coloniality","cat",NA
"571","Acropora bifurcata","Depth lower","m",25
"572","Acropora bifurcata","Depth upper","m",1
"573","Acropora bifurcata","Eastern-most range edge","deg",161.10195799
"574","Acropora bifurcata","Genus fossil age","mya",52.44
"575","Acropora bifurcata","Genus fossil stage","cat",NA
"576","Acropora bifurcata","Geographical region","cat",NA
"577","Acropora bifurcata","Growth form Veron","cat",NA
"578","Acropora bifurcata","Growth form typical","cat",NA
"579","Acropora bifurcata","IUCN Red List category","cat",NA
"580","Acropora bifurcata","Indo-Pacific faunal province","cat",NA
"581","Acropora bifurcata","Northern-most range edge","deg",30.81195753
"582","Acropora bifurcata","Ocean basin","cat",NA
"583","Acropora bifurcata","Range size","km^2",22008617.515
"584","Acropora bifurcata","Southern-most range edge","deg",-22.24305302
"585","Acropora bifurcata","Species age phylogeny","mya",1.47191810299436
"586","Acropora bifurcata","Substrate attachment","cat",NA
"587","Acropora bifurcata","Water clarity preference","cat",NA
"588","Acropora bifurcata","Wave exposure preference","cat",NA
"589","Acropora bifurcata","Western-most range edge","deg",56.12883
"590","Acropora bifurcata","Zooxanthellate","cat",NA
"591","Acropora branchi","Abundance world","cat",NA
"592","Acropora branchi","Coloniality","cat",NA
"593","Acropora branchi","Eastern-most range edge","deg",83.5332543
"594","Acropora branchi","Genus fossil age","mya",52.44
"595","Acropora branchi","Genus fossil stage","cat",NA
"596","Acropora branchi","Geographical region","cat",NA
"597","Acropora branchi","Growth form Veron","cat",NA
"598","Acropora branchi","Growth form typical","cat",NA
"599","Acropora branchi","IUCN Red List category","cat",NA
"600","Acropora branchi","Indo-Pacific faunal province","cat",NA
"601","Acropora branchi","Mode of larval development","cat",NA
"602","Acropora branchi","Northern-most range edge","deg",10.44007891
"603","Acropora branchi","Ocean basin","cat",NA
"604","Acropora branchi","Range size","km^2",4980623.848
"605","Acropora branchi","Sexual system","cat",NA
"606","Acropora branchi","Southern-most range edge","deg",-34.29793928
"607","Acropora branchi","Species age phylogeny","mya",1.97490789929938
"608","Acropora branchi","Substrate attachment","cat",NA
"609","Acropora branchi","Water clarity preference","cat",NA
"610","Acropora branchi","Wave exposure preference","cat",NA
"611","Acropora branchi","Western-most range edge","deg",25.9770399
"612","Acropora branchi","Zooxanthellate","cat",NA
"613","Acropora bushyensis","Abundance GBR","cat",NA
"614","Acropora bushyensis","Abundance world","cat",NA
"615","Acropora bushyensis","Coloniality","cat",NA
"616","Acropora bushyensis","Colony maximum diameter","cm",25
"617","Acropora bushyensis","Corallite width maximum","mm",1.5
"618","Acropora bushyensis","Corallite width minimum","mm",0.7
"619","Acropora bushyensis","Depth lower","m",4.25
"620","Acropora bushyensis","Depth upper","m",0
"621","Acropora bushyensis","Eastern-most range edge","deg",156.87244504
"622","Acropora bushyensis","Genus fossil age","mya",52.44
"623","Acropora bushyensis","Genus fossil stage","cat",NA
"624","Acropora bushyensis","Geographical region","cat",NA
"625","Acropora bushyensis","Growth form Veron","cat",NA
"626","Acropora bushyensis","Growth form Wallace","cat",NA
"627","Acropora bushyensis","Growth form typical","cat",NA
"628","Acropora bushyensis","Growth outline type","cat",NA
"629","Acropora bushyensis","IUCN Red List category","cat",NA
"630","Acropora bushyensis","Indo-Pacific faunal province","cat",NA
"631","Acropora bushyensis","Mode of larval development","cat",NA
"632","Acropora bushyensis","Northern-most range edge","deg",-3.514769641
"633","Acropora bushyensis","Ocean basin","cat",NA
"634","Acropora bushyensis","Range size","km^2",4366840.0255
"635","Acropora bushyensis","Sexual system","cat",NA
"636","Acropora bushyensis","Southern-most range edge","deg",-32.50554326
"637","Acropora bushyensis","Species age phylogeny","mya",0.751787283976631
"638","Acropora bushyensis","Substrate attachment","cat",NA
"639","Acropora bushyensis","Water clarity preference","cat",NA
"640","Acropora bushyensis","Wave exposure preference","cat",NA
"641","Acropora bushyensis","Western-most range edge","deg",111.29250651
"642","Acropora bushyensis","Zooxanthellate","cat",NA
"643","Acropora cardenae","Abundance GBR","cat",NA
"644","Acropora cardenae","Abundance world","cat",NA
"645","Acropora cardenae","Coloniality","cat",NA
"646","Acropora cardenae","Depth lower","m",57.5
"647","Acropora cardenae","Eastern-most range edge","deg",154.45654723
"648","Acropora cardenae","Genus fossil age","mya",52.44
"649","Acropora cardenae","Genus fossil stage","cat",NA
"650","Acropora cardenae","Geographical region","cat",NA
"651","Acropora cardenae","Growth form Veron","cat",NA
"652","Acropora cardenae","Growth form typical","cat",NA
"653","Acropora cardenae","IUCN Red List category","cat",NA
"654","Acropora cardenae","Indo-Pacific faunal province","cat",NA
"655","Acropora cardenae","Northern-most range edge","deg",-5.286428029
"656","Acropora cardenae","Ocean basin","cat",NA
"657","Acropora cardenae","Range size","km^2",3823695.1835
"658","Acropora cardenae","Southern-most range edge","deg",-30.73388488
"659","Acropora cardenae","Species age phylogeny","mya",0.838407245567249
"660","Acropora cardenae","Substrate attachment","cat",NA
"661","Acropora cardenae","Water clarity preference","cat",NA
"662","Acropora cardenae","Wave exposure preference","cat",NA
"663","Acropora cardenae","Western-most range edge","deg",111.13144665
"664","Acropora cardenae","Zooxanthellate","cat",NA
"665","Acropora carduus","Abundance GBR","cat",NA
"666","Acropora carduus","Abundance world","cat",NA
"667","Acropora carduus","Coloniality","cat",NA
"668","Acropora carduus","Corallite width maximum","mm",0.9
"669","Acropora carduus","Corallite width minimum","mm",0.5
"670","Acropora carduus","Depth lower","m",36.25
"671","Acropora carduus","Depth upper","m",4
"672","Acropora carduus","Eastern-most range edge","deg",-136.19568158
"673","Acropora carduus","Genus fossil age","mya",52.44
"674","Acropora carduus","Genus fossil stage","cat",NA
"675","Acropora carduus","Geographical region","cat",NA
"676","Acropora carduus","Growth form Veron","cat",NA
"677","Acropora carduus","Growth form Wallace","cat",NA
"678","Acropora carduus","Growth form typical","cat",NA
"679","Acropora carduus","Growth outline type","cat",NA
"680","Acropora carduus","IUCN Red List category","cat",NA
"681","Acropora carduus","Indo-Pacific faunal province","cat",NA
"682","Acropora carduus","Mode of larval development","cat",NA
"683","Acropora carduus","Northern-most range edge","deg",30.57713497
"684","Acropora carduus","Ocean basin","cat",NA
"685","Acropora carduus","Range size","km^2",37905091.42
"686","Acropora carduus","Southern-most range edge","deg",-25.90885649
"687","Acropora carduus","Species age phylogeny","mya",0.874357006058655
"688","Acropora carduus","Substrate attachment","cat",NA
"689","Acropora carduus","Water clarity preference","cat",NA
"690","Acropora carduus","Wave exposure preference","cat",NA
"691","Acropora carduus","Western-most range edge","deg",80.263446
"692","Acropora carduus","Zooxanthellate","cat",NA
"693","Acropora caroliniana","Abundance GBR","cat",NA
"694","Acropora caroliniana","Abundance world","cat",NA
"695","Acropora caroliniana","Coloniality","cat",NA
"696","Acropora caroliniana","Colony maximum diameter","cm",50
"697","Acropora caroliniana","Corallite width maximum","mm",1
"698","Acropora caroliniana","Corallite width minimum","mm",0.6
"699","Acropora caroliniana","Depth lower","m",35
"700","Acropora caroliniana","Depth upper","m",10
"701","Acropora caroliniana","Eastern-most range edge","deg",-175.83445145
"702","Acropora caroliniana","Genus fossil age","mya",52.44
"703","Acropora caroliniana","Genus fossil stage","cat",NA
"704","Acropora caroliniana","Geographical region","cat",NA
"705","Acropora caroliniana","Growth form Veron","cat",NA
"706","Acropora caroliniana","Growth form Wallace","cat",NA
"707","Acropora caroliniana","Growth form typical","cat",NA
"708","Acropora caroliniana","Growth outline type","cat",NA
"709","Acropora caroliniana","IUCN Red List category","cat",NA
"710","Acropora caroliniana","Indo-Pacific faunal province","cat",NA
"711","Acropora caroliniana","Northern-most range edge","deg",28.94984396
"712","Acropora caroliniana","Ocean basin","cat",NA
"713","Acropora caroliniana","Range size","km^2",32460333.615
"714","Acropora caroliniana","Southern-most range edge","deg",-32.93503621
"715","Acropora caroliniana","Species age phylogeny","mya",3.36788174695489
"716","Acropora caroliniana","Substrate attachment","cat",NA
"717","Acropora caroliniana","Water clarity preference","cat",NA
"718","Acropora caroliniana","Wave exposure preference","cat",NA
"719","Acropora caroliniana","Western-most range edge","deg",94.701537
"720","Acropora caroliniana","Zooxanthellate","cat",NA
"721","Acropora cerealis","Abundance GBR","cat",NA
"722","Acropora cerealis","Abundance world","cat",NA
"723","Acropora cerealis","Coloniality","cat",NA
"724","Acropora cerealis","Colony maximum diameter","cm",50
"725","Acropora cerealis","Corallite width maximum","mm",0.8
"726","Acropora cerealis","Corallite width minimum","mm",0.3
"727","Acropora cerealis","Depth lower","m",26.2
"728","Acropora cerealis","Depth upper","m",3
"729","Acropora cerealis","Eastern-most range edge","deg",-151.849941404
"730","Acropora cerealis","Genus fossil age","mya",52.44
"731","Acropora cerealis","Genus fossil stage","cat",NA
"732","Acropora cerealis","Geographical region","cat",NA
"733","Acropora cerealis","Growth form Veron","cat",NA
"734","Acropora cerealis","Growth form Wallace","cat",NA
"735","Acropora cerealis","Growth form typical","cat",NA
"736","Acropora cerealis","Growth outline type","cat",NA
"737","Acropora cerealis","Growth rate","mm yr^-1",42.9
"738","Acropora cerealis","Habitat type","cat",NA
"739","Acropora cerealis","IUCN Red List category","cat",NA
"740","Acropora cerealis","Indo-Pacific faunal province","cat",NA
"741","Acropora cerealis","Life history strategy","cat",NA
"742","Acropora cerealis","Mode of larval development","cat",NA
"743","Acropora cerealis","Northern-most range edge","deg",31.07171053
"744","Acropora cerealis","Ocean basin","cat",NA
